Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_upheld_rate,period,year,half,sector,avg_upheld_rate,period_sort,period_date,industry_avg,upheld_deviation,firm_yoy_change,volatility_score
BUPA Insurance Services Limited,BUPA GROUP,2023-01-01 to 2023-06-30,,,,0.6402783819051762,,,2023-h1,2023,h1,Insurance,64.02783819051761,3,2023-01-01,50.75419392914733,13.273644261370286,1.4500000000000028,7.397838190517611
Cabot Credit Management Group Limited,NO GROUP,2023-01-01 to 2023-06-30,0.2282584395260451,,0.5,,,,2023-h1,2023,h1,Mortgage & Lending,36.41292197630225,3,2023-01-01,50.75419392914733,-14.341271952845076,9.184999999999995,10.769999999999996
Call Assist Ltd,CALL ASSIST LIMITED,2022-11-01 to 2023-04-30,,,,0.4668411867364747,,,2023-h1,2023,h1,Insurance,46.68411867364747,3,2023-01-01,50.75419392914733,-4.070075255499859,,8.074118673647469
Canada Life Limited,NO GROUP,2023-01-01 to 2023-06-30,,0.8084677419354839,,0.6148648648648649,0.5555555555555556,,2023-h1,2023,h1,Insurance,65.96293874519682,3,2023-01-01,50.75419392914733,15.208744816049496,,15.219999999999992
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2023-01-01 to 2023-06-30,0.3774942386599966,,,0.1180124223602484,,,2023-h1,2023,h1,Banking,24.77533305101225,3,2023-01-01,50.75419392914733,-25.97886087813508,0.5800000000000125,12.840000000000014
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,2023-01-01 to 2023-06-30,,,,0.292,,,2023-h1,2023,h1,Insurance,29.2,3,2023-01-01,50.75419392914733,-21.554193929147328,,
Carfinance247 Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.4363636363636363,,,2023-h1,2023,h1,Mortgage & Lending,43.636363636363626,3,2023-01-01,50.75419392914733,-7.117830292783701,,25.716363636363628
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP LIMITED,2023-01-01 to 2023-06-30,,,,0.4150105708245243,,,2023-h1,2023,h1,Insurance,41.501057082452434,3,2023-01-01,50.75419392914733,-9.253136846694892,,9.299999999999997
Castelan Limited,NO GROUP,2022-10-01 to 2023-03-31,,,,0.534375,,,2023-h1,2023,h1,Insurance,53.43750000000001,3,2023-01-01,50.75419392914733,2.68330607085268,,26.477500000000006
Cater Allen Limited,NO GROUP,2023-01-01 to 2023-06-30,0.7106227106227107,,,,,,2023-h1,2023,h1,Banking,71.06227106227107,3,2023-01-01,50.75419392914733,20.30807713312374,,19.532271062271064
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2023-01-01 to 2023-06-30,0.3824756606397774,,0.29375,,,,2023-h1,2023,h1,Banking,33.81128303198887,3,2023-01-01,50.75419392914733,-16.942910897158455,3.884999999999998,9.77371696801113
Chaucer Insurance Company Designated Activity Company,NO GROUP,2023-01-01 to 2023-06-30,,,,0.8366935483870968,,,2023-h1,2023,h1,Insurance,83.66935483870968,3,2023-01-01,50.75419392914733,32.91516090956235,,
Chetwood Financial Limited,NO GROUP,2022-10-01 to 2023-03-31,0.5095785440613027,,,,,,2023-h1,2023,h1,Banking,50.95785440613027,3,2023-01-01,50.75419392914733,0.2036604769829395,,31.797854406130266
Chubb European Group SE,CHUBB LIMITED,2023-01-01 to 2023-06-30,,,,0.612572001001753,,,2023-h1,2023,h1,Insurance,61.2572001001753,3,2023-01-01,50.75419392914733,10.50300617102797,,4.362799899824708
Citibank UK Limited,CITI GROUP,2023-01-01 to 2023-06-30,0.047456290258972,,,,0.2222222222222222,,2023-h1,2023,h1,Banking,13.483925624059708,3,2023-01-01,50.75419392914733,-37.27026830508762,,16.03607437594028
ClearBank Limited,NO GROUP,2023-01-01 to 2023-06-30,0.6369230769230769,,,,,,2023-h1,2023,h1,Banking,63.69230769230769,3,2023-01-01,50.75419392914733,12.938113763160366,14.019999999999996,18.080000000000005
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2022-08-01 to 2023-01-31,0.5819209039548022,,,0.0,,,2023-h1,2023,h1,Banking,29.09604519774011,3,2023-01-01,50.75419392914733,-21.658148731407216,-5.474999999999994,50.7039548022599
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2022-10-01 to 2023-03-31,0.8040867579908676,0.6666666666666666,0.8126070572113737,0.4615384615384615,0.8571428571428571,,2023-h1,2023,h1,Banking,72.04083601100454,3,2023-01-01,50.75419392914733,21.286642081857217,12.378499999999995,21.256000000000007
Co-op Insurance Services Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.7,,,2023-h1,2023,h1,Insurance,70.0,3,2023-01-01,50.75419392914733,19.245806070852677,,
Cofunds Limited,AEGON N.V.,2023-01-01 to 2023-06-30,,0.6,,,0.6555977229601518,,2023-h1,2023,h1,Investments,62.77988614800759,3,2023-01-01,50.75419392914733,12.025692218860264,-16.105000000000004,17.659886148007594
Columbia Threadneedle Management Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,,0.2918586789554531,,2023-h1,2023,h1,Investments,29.185867895545307,3,2023-01-01,50.75419392914733,-21.56832603360202,,12.770000000000003
Connells Limited,SKIPTON BUILDING SOCIETY,2023-01-01 to 2023-06-30,,,0.4575389948006932,0.3617021276595745,0.0,,2023-h1,2023,h1,Mortgage & Lending,27.30803741534225,3,2023-01-01,50.75419392914733,-23.44615651380508,-2.979999999999997,22.336962584657755
Convera UK Financial Limited,NO GROUP,2023-01-01 to 2023-06-30,0.773972602739726,,,,,,2023-h1,2023,h1,Banking,77.3972602739726,3,2023-01-01,50.75419392914733,26.64306634482528,,
CORGI HomePlan Ltd,OVO GROUP,2023-01-01 to 2023-06-30,,,,0.792357968828557,,,2023-h1,2023,h1,Insurance,79.23579688285571,3,2023-01-01,50.75419392914733,28.481602953708386,,7.4957968828557
Coutts & Company,NATWEST GROUP,2023-01-01 to 2023-06-30,0.5350553505535055,0.8,0.6846153846153846,0.1818181818181818,0.7452830188679245,,2023-h1,2023,h1,Insurance,58.93543871709992,3,2023-01-01,50.75419392914733,8.181244787952593,-3.591999999999992,30.694000000000003
Covea Insurance plc,COVEA GROUP,2023-01-01 to 2023-06-30,,,,0.469041560644614,,,2023-h1,2023,h1,Insurance,46.9041560644614,3,2023-01-01,50.75419392914733,-3.8500378646859295,-7.130000000000003,12.909999999999997
Coventry Building Society,NO GROUP,2023-01-01 to 2023-06-30,0.6090452261306533,,0.7132262051915945,0.0,,,2023-h1,2023,h1,Banking,44.07571437740826,3,2023-01-01,50.75419392914733,-6.678479551739066,-15.24333333333334,35.687618955925075
Cover Genius Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.0783216783216783,,,2023-h1,2023,h1,Insurance,7.83216783216783,3,2023-01-01,50.75419392914733,-42.92202609697949,,
Creation Consumer Finance Ltd,BNP PARIBAS GROUP,2023-01-01 to 2023-06-30,0.2541868254558987,,,0.6428571428571429,,,2023-h1,2023,h1,Mortgage & Lending,44.85219841565208,3,2023-01-01,50.75419392914733,-5.901995513495244,-27.014999999999997,39.254999999999995
Creation Financial Services Limited,BNP PARIBAS GROUP,2023-01-01 to 2023-06-30,0.439873417721519,,,0.3934426229508196,,,2023-h1,2023,h1,Banking,41.66580203361693,3,2023-01-01,50.75419392914733,-9.0883918955304,-30.785,30.784999999999997
Cumberland Building Society,NO GROUP,2022-10-01 to 2023-03-31,0.800453514739229,,0.5254237288135594,0.0,,,2023-h1,2023,h1,Banking,44.19590811842628,3,2023-01-01,50.75419392914733,-6.5582858107210456,,
Cuvva Limited,NO GROUP,2022-09-01 to 2023-02-28,,,,0.0554493307839388,,,2023-h1,2023,h1,Insurance,5.54493307839388,3,2023-01-01,50.75419392914733,-45.209260850753445,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,2023-01-01 to 2023-06-30,0.6941896024464832,,,,,,2023-h1,2023,h1,Banking,69.41896024464832,3,2023-01-01,50.75419392914733,18.66476631550099,,22.10499999999999
DAS Legal Expenses Insurance Company Limited,ERGO GROUP,2023-01-01 to 2023-06-30,,,,0.650398873768184,,,2023-h1,2023,h1,Insurance,65.0398873768184,3,2023-01-01,50.75419392914733,14.285693447671072,,3.1099999999999994
DAVIES MGA SERVICES LIMITED,NO GROUP,2023-01-01 to 2023-06-30,,,,0.3866481223922114,,,2023-h1,2023,h1,Insurance,38.66481223922114,3,2023-01-01,50.75419392914733,-12.089381689926183,,
Devitt Insurance Services Ltd,NO GROUP,2023-01-01 to 2023-06-30,,,,0.3076923076923077,,,2023-h1,2023,h1,Insurance,30.76923076923077,3,2023-01-01,50.75419392914733,-19.98496315991656,,18.12
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,2022-10-01 to 2023-03-31,,,,0.6478851429077073,,,2023-h1,2023,h1,Insurance,64.78851429077072,3,2023-01-01,50.75419392914733,14.034320361623394,-15.139999999999992,17.61
Elavon Financial Services Designated Activity Company,NO GROUP,2023-01-01 to 2023-06-30,0.6174259177355153,,,,,,2023-h1,2023,h1,Banking,61.74259177355152,3,2023-01-01,50.75419392914733,10.98839784440419,,
Elderbridge Limited,TECH MAHINDRA LIMITED,2022-10-01 to 2023-03-31,,,0.4216651745747538,0.3333333333333333,,,2023-h1,2023,h1,Mortgage & Lending,37.74992539540435,3,2023-01-01,50.75419392914733,-13.00426853374298,2.134999999999998,14.625074604595646
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2023-01-01 to 2023-06-30,,0.2777777777777778,,,0.2979452054794521,,2023-h1,2023,h1,Investments,28.78614916286149,3,2023-01-01,50.75419392914733,-21.96804476628584,24.65500000000001,32.935
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,2023-01-01 to 2023-06-30,,,,0.6210251542477456,,,2023-h1,2023,h1,Insurance,62.102515424774566,3,2023-01-01,50.75419392914733,11.34832149562724,-12.329999999999998,29.449999999999996
esure Insurance Limited,ESURE GROUP PLC,2023-01-01 to 2023-06-30,,,,0.6816158018295151,,,2023-h1,2023,h1,Insurance,68.16158018295151,3,2023-01-01,50.75419392914733,17.407386253804184,5.260000000000005,14.239999999999995
EUI Limited,ADMIRAL GROUP PLC,2023-01-01 to 2023-06-30,,,,0.6800881679903082,,,2023-h1,2023,h1,Insurance,68.00881679903082,3,2023-01-01,50.75419392914733,17.254622869883498,6.329999999999998,12.758816799030825
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,2023-01-01 to 2023-06-30,,,,0.0763157894736842,,,2023-h1,2023,h1,Insurance,7.6315789473684195,3,2023-01-01,50.75419392914733,-43.12261498177891,,
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,2023-01-01 to 2023-06-30,,,,0.2512733446519524,,,2023-h1,2023,h1,Insurance,25.12733446519524,3,2023-01-01,50.75419392914733,-25.626859463952087,-30.64,30.64
Experian Limited,EXPERIAN PLC,2022-10-01 to 2023-03-31,,,,0.1428571428571428,,,2023-h1,2023,h1,Insurance,14.28571428571428,3,2023-01-01,50.75419392914733,-36.46847964343305,,14.28571428571428
Extracover Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.4524838012958963,,,2023-h1,2023,h1,Insurance,45.248380129589634,3,2023-01-01,50.75419392914733,-5.505813799557693,,20.5
Fairmead Insurance Limited,ALLIANZ SE,2022-10-01 to 2023-03-31,,,,0.5743801652892562,,,2023-h1,2023,h1,Insurance,57.438016528925615,3,2023-01-01,50.75419392914733,6.6838225997782885,,
Family Assurance Friendly Society Limited,NO GROUP,2023-01-01 to 2023-06-30,,0.4,,0.4611398963730569,0.4636871508379888,,2023-h1,2023,h1,Insurance,44.16090157370152,3,2023-01-01,50.75419392914733,-6.593292355445804,,10.06666666666667
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2023-01-01 to 2023-06-30,0.3043478260869565,,,,0.2833914053426248,,2023-h1,2023,h1,Banking,29.38696157147906,3,2023-01-01,50.75419392914733,-21.367232357668268,22.065,23.17000000000001
FCE Bank Plc,FORD MOTOR CO,2023-01-01 to 2023-06-30,0.2521739130434782,,,,,,2023-h1,2023,h1,Banking,25.21739130434782,3,2023-01-01,50.75419392914733,-25.536802624799503,,39.629999999999995
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,2023-01-01 to 2023-06-30,,0.3594836146971201,,,,,2023-h1,2023,h1,Insurance,35.94836146971201,3,2023-01-01,50.75419392914733,-14.805832459435315,,7.8983614697120075
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2023-01-01 to 2023-06-30,,0.4993288590604027,,,0.4086899705978438,,2023-h1,2023,h1,Insurance,45.40094148291232,3,2023-01-01,50.75419392914733,-5.353252446235004,-0.835000000000008,12.189058517087688
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2023-01-01 to 2023-06-30,,,,0.4515731030228254,,,2023-h1,2023,h1,Insurance,45.15731030228254,3,2023-01-01,50.75419392914733,-5.596883626864788,0.4400000000000048,10.550000000000004
FirstRand Bank Limited,FIRSTRAND LIMITED,2023-01-01 to 2023-06-30,,,,0.34375,,,2023-h1,2023,h1,Banking,34.375,3,2023-01-01,50.75419392914733,-16.379193929147327,,38.89
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2023-01-01 to 2023-06-30,,0.4772727272727273,,0.6470588235294118,0.3880597014925373,,2023-h1,2023,h1,Insurance,50.41304174315589,3,2023-01-01,50.75419392914733,-0.3411521859914401,,19.749708409822556
Fortegra Europe Insurance Company Ltd,NO GROUP,2023-01-01 to 2023-06-30,,,,0.5279634189236722,,,2023-h1,2023,h1,Insurance,52.79634189236722,3,2023-01-01,50.75419392914733,2.0421479632198896,7.359999999999999,25.35
Frasers Group Financial Services Limited,NO GROUP,2022-11-01 to 2023-04-30,,,,1.0,1.0,,2023-h1,2023,h1,Insurance,100.0,3,2023-01-01,50.75419392914733,49.24580607085267,,
Gresham Insurance Company Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.4785353535353535,,,2023-h1,2023,h1,Insurance,47.85353535353535,3,2023-01-01,50.75419392914733,-2.9006585756119776,,8.653535353535347
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2023-01-01 to 2023-06-30,,0.7222222222222222,,,0.5569782330345711,,2023-h1,2023,h1,Insurance,63.960022762839664,3,2023-01-01,50.75419392914733,13.205828833692337,4.460000000000001,16.240022762839665
Handelsbanken plc,NO GROUP,2023-01-01 to 2023-06-30,0.5263157894736842,,0.5,,,,2023-h1,2023,h1,Banking,51.315789473684205,3,2023-01-01,50.75419392914733,0.5615955445368783,,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,2023-01-01 to 2023-06-30,,0.5023041474654378,,,0.4106666666666667,,2023-h1,2023,h1,Energy & Utilities,45.64854070660522,3,2023-01-01,50.75419392914733,-5.105653222542109,10.200000000000005,25.278333333333336
Hastings Insurance Services Limited,HASTINGS GROUP,2023-01-01 to 2023-06-30,,,,0.6027260493987933,,,2023-h1,2023,h1,Insurance,60.27260493987933,3,2023-01-01,50.75419392914733,9.518411010732002,-8.57,11.13000000000001
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2023-01-01 to 2023-06-30,,,,,0.757327080890973,,2023-h1,2023,h1,Investments,75.7327080890973,3,2023-01-01,50.75419392914733,24.97851415994997,0.25,20.220000000000006
Helvetia Global Solutions Ltd,NO GROUP,2023-01-01 to 2023-06-30,,,,0.4981024667931689,,,2023-h1,2023,h1,Insurance,49.81024667931689,3,2023-01-01,50.75419392914733,-0.9439472498304368,,
Highway Insurance Company Limited,ALLIANZ SE,2023-01-01 to 2023-06-30,,,,0.5205949656750573,,,2023-h1,2023,h1,Insurance,52.059496567505725,3,2023-01-01,50.75419392914733,1.3053026383583983,-10.310000000000002,10.989496567505725
Hiscox Insurance Company Limited,HISCOX LTD.,2023-01-01 to 2023-06-30,,,,0.5240893066980024,,,2023-h1,2023,h1,Insurance,52.40893066980024,3,2023-01-01,50.75419392914733,1.6547367406529148,9.650000000000006,9.650000000000006
Home Retail Group Card Services Limited,J SAINSBURY PLC,2022-09-01 to 2023-02-28,0.2898691226369365,,,,,,2023-h1,2023,h1,Banking,28.986912263693647,3,2023-01-01,50.75419392914733,-21.76728166545368,4.399999999999999,6.039999999999999
Homeserve Membership Limited,HOMESERVE PLC,2022-10-01 to 2023-03-31,,,,0.3721049922799794,,,2023-h1,2023,h1,Insurance,37.21049922799794,3,2023-01-01,50.75419392914733,-13.543694701149384,-12.91,12.91
Howserv Limited,STAYSURE HOLDINGS LTD,2023-01-01 to 2023-06-30,,,,0.2763546798029556,,,2023-h1,2023,h1,Insurance,27.63546798029556,3,2023-01-01,50.75419392914733,-23.11872594885177,22.88,22.88
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2023-01-01 to 2023-06-30,0.5995409319470516,0.6904761904761905,0.630198763988642,0.4640883977900552,0.6507142857142857,,2023-h1,2023,h1,Banking,60.700371398324506,3,2023-01-01,50.75419392914733,9.94617746917718,-3.666000000000004,5.385999999999996
Hyundai Capital UK Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,,,,2023-h1,2023,h1,Other,,3,2023-01-01,50.75419392914733,,,
I Go 4 Ltd.,NO GROUP,2023-01-01 to 2023-06-30,,,,0.4113655640373198,,,2023-h1,2023,h1,Insurance,41.13655640373198,3,2023-01-01,50.75419392914733,-9.617637525415349,-6.0,16.280000000000005
Ikano Bank AB (publ),NO GROUP,2023-01-01 to 2023-06-30,0.3774160732451678,,,,,,2023-h1,2023,h1,Banking,37.74160732451678,3,2023-01-01,50.75419392914733,-13.012586604630547,,9.440000000000005
Insurance Factory Ltd,MARKERSTUDY GROUP,2023-01-01 to 2023-06-30,,,,0.5575114540631781,,,2023-h1,2023,h1,Insurance,55.75114540631782,3,2023-01-01,50.75419392914733,4.996951477170491,,13.320000000000007
Integra Insurance Solutions Limited,NO GROUP,2023-01-01 to 2023-06-30,,,,0.3975069252077562,,,2023-h1,2023,h1,Insurance,39.75069252077562,3,2023-01-01,50.75419392914733,-11.003501408371704,,20.289307479224384
Inter Partner Assistance SA,AXA GROUP,2023-01-01 to 2023-06-30,,,,0.9042137718396712,,,2023-h1,2023,h1,Insurance,90.42137718396712,3,2023-01-01,50.75419392914733,39.6671832548198,-13.300000000000011,17.170000000000016
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,2023-01-01 to 2023-06-30,,0.5730337078651685,,,0.3445732349841939,,2023-h1,2023,h1,Insurance,45.88034714246812,3,2023-01-01,50.75419392914733,-4.873846786679209,11.424999999999995,17.060000000000002
Investec Bank PLC,INVESTEC PLC,2022-10-01 to 2023-03-31,0.3911592994161801,,0.4,,0.6885245901639344,,2023-h1,2023,h1,Banking,49.32279631933715,3,2023-01-01,50.75419392914733,-1.4313976098101762,,18.67666666666667
Investment Funds Direct Limited,M&G PLC,2023-01-01 to 2023-06-30,,0.7479338842975206,,,0.7792207792207793,,2023-h1,2023,h1,Investments,76.35773317591499,3,2023-01-01,50.75419392914733,25.60353924676766,,12.10226682408502
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,2022-09-01 to 2023-02-28,,,,0.0,,,2023-h1,2023,h1,Other,0.0,3,2023-01-01,50.75419392914733,-50.75419392914733,,6.25
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,2023-01-01 to 2023-06-30,0.4073775989268947,,,,,,2023-h1,2023,h1,Banking,40.73775989268947,3,2023-01-01,50.75419392914733,-10.01643403645786,-17.630000000000003,27.190000000000005
Kensington Mortgage Company Limited,NO GROUP,2022-10-01 to 2023-03-31,,,0.2663414634146341,,,,2023-h1,2023,h1,Mortgage & Lending,26.63414634146341,3,2023-01-01,50.75419392914733,-24.12004758768392,-1.7699999999999996,7.165853658536594
Kroo Bank Ltd,NO GROUP,2023-01-01 to 2023-06-30,0.6766561514195584,,,,,,2023-h1,2023,h1,Banking,67.66561514195584,3,2023-01-01,50.75419392914733,16.911421212808513,,37.98561514195584
Landmark Mortgages Limited,NO GROUP,2023-01-01 to 2023-06-30,,,0.4984544049459041,,,,2023-h1,2023,h1,Mortgage & Lending,49.845440494590406,3,2023-01-01,50.75419392914733,-0.908753434556921,-5.879999999999996,17.22
LeasePlan UK Limited,LP GROUP B.V.,2023-01-01 to 2023-06-30,,,,0.75,,,2023-h1,2023,h1,Insurance,75.0,3,2023-01-01,50.75419392914733,24.245806070852677,,100.0
Leeds Building Society,LEEDS BUILDING SOCIETY,2023-01-01 to 2023-06-30,0.6312961719274681,,0.6499250374812594,0.2,,,2023-h1,2023,h1,Banking,49.37404031362425,3,2023-01-01,50.75419392914733,-1.3801536155230778,4.883333333333333,13.346666666666664
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,2023-01-01 to 2023-06-30,,0.7385892116182573,,,0.2,,2023-h1,2023,h1,Insurance,46.92946058091286,3,2023-01-01,50.75419392914733,-3.824733348234467,,39.49
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2023-01-01 to 2023-06-30,,0.6524822695035462,,0.4437960687960688,,,2023-h1,2023,h1,Insurance,54.81391691498074,3,2023-01-01,50.75419392914733,4.05972298583341,-1.5750000000000028,13.816083085019258
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,2023-01-01 to 2023-06-30,,0.8441273326015367,,0.6327575175943698,0.913135593220339,,2023-h1,2023,h1,Investments,79.66734811387485,3,2023-01-01,50.75419392914733,28.913154184727524,-10.796666666666669,26.330000000000005
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,2023-01-01 to 2023-06-30,,,,0.5608515300931362,,,2023-h1,2023,h1,Insurance,56.085153009313615,3,2023-01-01,50.75419392914733,5.330959080166288,-0.4600000000000079,11.160000000000004
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2023-01-01 to 2023-06-30,,,,0.6723517446409013,,,2023-h1,2023,h1,Banking,67.23517446409014,3,2023-01-01,50.75419392914733,16.48098053494281,9.900000000000006,10.470000000000006
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2023-01-01 to 2023-06-30,0.680352798053528,0.1940298507462686,0.5569700827498408,0.132258064516129,0.3146067415730337,,2023-h1,2023,h1,Banking,37.564350752776,3,2023-01-01,50.75419392914733,-13.189843176371326,-0.5720000000000098,5.862000000000009
London and Country Mortgages Ltd,NO GROUP,2023-01-01 to 2023-06-30,,,0.6579406631762653,0.4857142857142857,,,2023-h1,2023,h1,Mortgage & Lending,57.18274744452755,3,2023-01-01,50.75419392914733,6.428553515380223,8.82500000000001,8.82500000000001
M & G Securities Limited,M&G PLC,2023-01-01 to 2023-06-30,,,,,0.3799313893653516,,2023-h1,2023,h1,Investments,37.99313893653516,3,2023-01-01,50.75419392914733,-12.761054992612166,17.18,22.739999999999995
ManyPets Ltd,NO GROUP,2022-10-01 to 2023-03-31,,,,0.7353184449958643,,,2023-h1,2023,h1,Insurance,73.53184449958643,3,2023-01-01,50.75419392914733,22.7776505704391,26.72,42.081844499586424
